Date,Open,High,Low,Close,Volume
22-Jan-14,210500.00,217000.00,209000.00,216500.00,188904
21-Jan-14,207500.00,212000.00,205000.00,210500.00,203587
20-Jan-14,213000.00,216500.00,206000.00,208000.00,335498
17-Jan-14,226000.00,228000.00,216000.00,217000.00,354583
16-Jan-14,226000.00,230000.00,224000.00,228000.00,286834
15-Jan-14,220500.00,227500.00,219500.00,223500.00,250496
14-Jan-14,216000.00,219500.00,214000.00,219500.00,213782
13-Jan-14,224500.00,225500.00,215500.00,218000.00,285551
10-Jan-14,222500.00,225000.00,211000.00,223000.00,704652
9-Jan-14,222500.00,227500.00,220000.00,221000.00,378484
8-Jan-14,238500.00,240500.00,220500.00,224000.00,636024
7-Jan-14,236000.00,241500.00,235000.00,237500.00,133340
6-Jan-14,236000.00,236500.00,230000.00,234000.00,220853
3-Jan-14,247500.00,249000.00,237000.00,237000.00,179020
2-Jan-14,251000.00,253000.00,244500.00,244500.00,138901
30-Dec-13,245500.00,250000.00,243500.00,248500.00,110946
27-Dec-13,239500.00,248000.00,238500.00,245500.00,239034
26-Dec-13,244500.00,246000.00,236500.00,236500.00,175040
24-Dec-13,235500.00,244500.00,234500.00,243500.00,264412
23-Dec-13,239000.00,239000.00,230500.00,232500.00,188446
20-Dec-13,238500.00,242000.00,231500.00,236500.00,241862
19-Dec-13,247000.00,247000.00,237500.00,240000.00,114428
18-Dec-13,244500.00,247000.00,239500.00,243500.00,116235
17-Dec-13,248000.00,249000.00,238500.00,243000.00,189060
16-Dec-13,246000.00,249500.00,243500.00,245000.00,128195
13-Dec-13,242500.00,244000.00,240500.00,242500.00,71513
12-Dec-13,243000.00,247000.00,242000.00,242500.00,84418
11-Dec-13,243000.00,247500.00,241500.00,244000.00,142152
10-Dec-13,240500.00,244500.00,236000.00,241500.00,172841
9-Dec-13,246000.00,248000.00,240000.00,240500.00,133611
6-Dec-13,238000.00,248000.00,237500.00,246000.00,231514
5-Dec-13,240500.00,242000.00,234000.00,238000.00,175149
4-Dec-13,245000.00,245500.00,235500.00,240500.00,201138
3-Dec-13,234000.00,246500.00,234000.00,242000.00,348873
2-Dec-13,239000.00,239500.00,232500.00,232500.00,101537
29-Nov-13,239500.00,243500.00,236000.00,237500.00,209268
28-Nov-13,235000.00,237500.00,232000.00,235500.00,145435
27-Nov-13,234000.00,239000.00,231000.00,234500.00,207156
26-Nov-13,233000.00,236500.00,230500.00,233500.00,181939
25-Nov-13,230000.00,235000.00,228000.00,232000.00,206668
22-Nov-13,223000.00,227000.00,219500.00,225500.00,259862
21-Nov-13,213000.00,217500.00,211000.00,215000.00,148189
20-Nov-13,214000.00,216500.00,210000.00,212000.00,107861
19-Nov-13,214500.00,219000.00,213000.00,214500.00,150756
18-Nov-13,208500.00,216500.00,206500.00,215500.00,206463
15-Nov-13,209000.00,211000.00,205500.00,206000.00,162799
14-Nov-13,204000.00,212500.00,204000.00,208500.00,191616
13-Nov-13,207500.00,209000.00,201000.00,204500.00,222309
12-Nov-13,198000.00,206000.00,196500.00,206000.00,181672
11-Nov-13,204500.00,209000.00,194500.00,196000.00,190093
8-Nov-13,208500.00,208500.00,203500.00,205000.00,120435
7-Nov-13,206000.00,209000.00,203000.00,209000.00,134326
6-Nov-13,210000.00,214000.00,206500.00,207000.00,198182
5-Nov-13,209000.00,211500.00,206000.00,211000.00,135218
4-Nov-13,211000.00,212500.00,207000.00,209500.00,140759
1-Nov-13,207000.00,212000.00,205000.00,210000.00,205555
31-Oct-13,206500.00,215500.00,204500.00,205500.00,335847
30-Oct-13,208000.00,210000.00,205000.00,206500.00,180048
29-Oct-13,200000.00,206500.00,200000.00,204500.00,180746
