Date,Open,High,Low,Close,Volume
17-Jan-14,225000.00,227000.00,221000.00,223500.00,221851
16-Jan-14,228000.00,228000.00,226000.00,226500.00,125842
15-Jan-14,226500.00,231000.00,226000.00,228500.00,117486
14-Jan-14,226000.00,228500.00,225000.00,227500.00,120375
13-Jan-14,224500.00,226500.00,219000.00,226000.00,142771
10-Jan-14,223500.00,225500.00,220000.00,222000.00,175322
9-Jan-14,226500.00,229000.00,223500.00,225000.00,225392
8-Jan-14,231500.00,231500.00,224500.00,228500.00,210190
7-Jan-14,229000.00,229500.00,224000.00,229000.00,208798
6-Jan-14,223500.00,228000.00,223500.00,228000.00,86616
3-Jan-14,226500.00,228000.00,225000.00,226500.00,120966
2-Jan-14,232000.00,232500.00,228000.00,228000.00,123701
30-Dec-13,229000.00,231000.00,228000.00,230000.00,134431
27-Dec-13,232000.00,233000.00,225500.00,227500.00,265120
26-Dec-13,239500.00,240000.00,233500.00,235000.00,169222
24-Dec-13,238000.00,239000.00,236500.00,238500.00,141964
23-Dec-13,238000.00,238500.00,233000.00,236000.00,136140
20-Dec-13,235500.00,237000.00,233500.00,234500.00,111492
19-Dec-13,232000.00,236500.00,231500.00,235500.00,142603
18-Dec-13,231000.00,234500.00,228500.00,232500.00,200526
17-Dec-13,223000.00,229500.00,223000.00,228500.00,138702
16-Dec-13,221000.00,225500.00,221000.00,222000.00,127911
13-Dec-13,227000.00,229000.00,220500.00,223500.00,201469
12-Dec-13,227500.00,228000.00,225000.00,226500.00,155573
11-Dec-13,228000.00,232500.00,227500.00,228000.00,161655
10-Dec-13,228000.00,229500.00,225000.00,228000.00,117917
9-Dec-13,221500.00,230000.00,221500.00,226000.00,142093
6-Dec-13,223000.00,226500.00,221500.00,226500.00,112771
5-Dec-13,224000.00,226000.00,221500.00,224500.00,125178
4-Dec-13,230000.00,230500.00,223500.00,224000.00,163143
3-Dec-13,233000.00,234000.00,227000.00,228500.00,108200
2-Dec-13,229000.00,235000.00,227500.00,230000.00,162841
29-Nov-13,226000.00,229500.00,225500.00,226000.00,87178
28-Nov-13,228000.00,230000.00,225500.00,227000.00,159829
27-Nov-13,219000.00,228000.00,217000.00,225500.00,321141
26-Nov-13,214000.00,220000.00,213500.00,219000.00,249550
25-Nov-13,216000.00,218500.00,213500.00,214000.00,141460
22-Nov-13,211500.00,217500.00,209500.00,214500.00,176308
21-Nov-13,216500.00,217000.00,210000.00,211500.00,223721
20-Nov-13,220000.00,221500.00,213000.00,217000.00,271479
19-Nov-13,224500.00,225500.00,220000.00,222000.00,124989
18-Nov-13,225000.00,226500.00,224000.00,224500.00,91793
15-Nov-13,223500.00,225500.00,223500.00,224500.00,103971
14-Nov-13,223000.00,226000.00,222500.00,223000.00,127028
13-Nov-13,223500.00,226500.00,223000.00,225000.00,78883
12-Nov-13,223000.00,226000.00,223000.00,223000.00,58030
11-Nov-13,222500.00,225000.00,222500.00,223500.00,52764
8-Nov-13,223000.00,224000.00,222500.00,223500.00,88326
7-Nov-13,224000.00,226000.00,222000.00,225500.00,138297
6-Nov-13,227000.00,228500.00,225500.00,227000.00,75273
5-Nov-13,229000.00,231500.00,229000.00,230500.00,62708
4-Nov-13,230500.00,232500.00,228500.00,231500.00,128903
1-Nov-13,226500.00,235500.00,226500.00,233500.00,247549
31-Oct-13,230000.00,232000.00,225000.00,227000.00,154302
30-Oct-13,236500.00,237500.00,229500.00,230000.00,224133
29-Oct-13,236000.00,239000.00,233000.00,236500.00,121092
28-Oct-13,235000.00,236500.00,233000.00,236500.00,83527
25-Oct-13,236000.00,236500.00,232000.00,236500.00,111417
24-Oct-13,236000.00,238000.00,234000.00,237000.00,122024
23-Oct-13,236500.00,240000.00,236500.00,237500.00,144844
22-Oct-13,238500.00,240000.00,236000.00,236000.00,126332
21-Oct-13,233500.00,238000.00,232500.00,237000.00,141052
18-Oct-13,234000.00,236000.00,231500.00,234000.00,166908
