Date,Open,High,Low,Close,Volume
22-Jan-14,1314000.00,1328000.00,1312000.00,1328000.00,212766
21-Jan-14,1315000.00,1327000.00,1311000.00,1324000.00,151128
20-Jan-14,1305000.00,1319000.00,1296000.00,1316000.00,172946
17-Jan-14,1301000.00,1315000.00,1292000.00,1292000.00,253267
16-Jan-14,1300000.00,1310000.00,1293000.00,1301000.00,193938
15-Jan-14,1330000.00,1331000.00,1298000.00,1299000.00,232790
14-Jan-14,1297000.00,1330000.00,1290000.00,1313000.00,293931
13-Jan-14,1283000.00,1297000.00,1273000.00,1295000.00,326391
10-Jan-14,1275000.00,1286000.00,1272000.00,1272000.00,361707
9-Jan-14,1307000.00,1307000.00,1275000.00,1275000.00,409353
8-Jan-14,1300000.00,1304000.00,1287000.00,1291000.00,388809
7-Jan-14,1300000.00,1318000.00,1295000.00,1304000.00,373287
6-Jan-14,1303000.00,1320000.00,1296000.00,1307000.00,393286
3-Jan-14,1300000.00,1311000.00,1287000.00,1296000.00,526003
2-Jan-14,1348000.00,1355000.00,1302000.00,1309000.00,617253
30-Dec-13,1396000.00,1397000.00,1360000.00,1372000.00,335704
27-Dec-13,1410000.00,1411000.00,1395000.00,1396000.00,206689
26-Dec-13,1408000.00,1415000.00,1401000.00,1408000.00,244608
24-Dec-13,1430000.00,1432000.00,1415000.00,1415000.00,218596
23-Dec-13,1437000.00,1438000.00,1429000.00,1433000.00,212023
20-Dec-13,1413000.00,1427000.00,1413000.00,1427000.00,167946
19-Dec-13,1418000.00,1434000.00,1418000.00,1427000.00,199953
18-Dec-13,1405000.00,1410000.00,1394000.00,1401000.00,212452
17-Dec-13,1417000.00,1417000.00,1393000.00,1395000.00,147590
16-Dec-13,1391000.00,1404000.00,1383000.00,1400000.00,177724
13-Dec-13,1410000.00,1411000.00,1390000.00,1390000.00,195188
12-Dec-13,1396000.00,1410000.00,1396000.00,1410000.00,291737
11-Dec-13,1426000.00,1444000.00,1416000.00,1420000.00,206666
10-Dec-13,1441000.00,1451000.00,1431000.00,1440000.00,152937
9-Dec-13,1440000.00,1454000.00,1440000.00,1454000.00,134392
6-Dec-13,1454000.00,1454000.00,1428000.00,1428000.00,181010
5-Dec-13,1433000.00,1446000.00,1422000.00,1440000.00,192613
4-Dec-13,1450000.00,1453000.00,1431000.00,1432000.00,201665
3-Dec-13,1464000.00,1478000.00,1457000.00,1461000.00,136852
2-Dec-13,1500000.00,1503000.00,1467000.00,1467000.00,148023
29-Nov-13,1499000.00,1499000.00,1485000.00,1494000.00,126113
28-Nov-13,1480000.00,1494000.00,1479000.00,1494000.00,212804
27-Nov-13,1467000.00,1476000.00,1460000.00,1470000.00,185147
26-Nov-13,1458000.00,1479000.00,1455000.00,1479000.00,170059
25-Nov-13,1451000.00,1472000.00,1451000.00,1465000.00,130704
22-Nov-13,1441000.00,1456000.00,1431000.00,1450000.00,169351
21-Nov-13,1472000.00,1472000.00,1432000.00,1440000.00,178910
20-Nov-13,1473000.00,1487000.00,1464000.00,1470000.00,162777
19-Nov-13,1483000.00,1489000.00,1477000.00,1489000.00,163453
18-Nov-13,1470000.00,1476000.00,1465000.00,1474000.00,127102
15-Nov-13,1434000.00,1462000.00,1432000.00,1462000.00,166410
14-Nov-13,1455000.00,1455000.00,1424000.00,1424000.00,202206
13-Nov-13,1445000.00,1449000.00,1419000.00,1419000.00,184197
12-Nov-13,1440000.00,1466000.00,1436000.00,1456000.00,194071
11-Nov-13,1425000.00,1434000.00,1409000.00,1428000.00,170657
8-Nov-13,1411000.00,1428000.00,1407000.00,1410000.00,271861
7-Nov-13,1451000.00,1454000.00,1425000.00,1437000.00,254069
6-Nov-13,1498000.00,1498000.00,1449000.00,1451000.00,232847
5-Nov-13,1502000.00,1502000.00,1472000.00,1485000.00,159816
4-Nov-13,1492000.00,1502000.00,1489000.00,1499000.00,217313
1-Nov-13,1490000.00,1500000.00,1468000.00,1500000.00,222958
31-Oct-13,1498000.00,1502000.00,1465000.00,1465000.00,246452
30-Oct-13,1485000.00,1500000.00,1484000.00,1500000.00,208792
