Date,Open,High,Low,Close,Volume
17-Jan-14,263500.00,267000.00,253000.00,253000.00,61164
16-Jan-14,260000.00,266000.00,260000.00,265000.00,35940
15-Jan-14,260500.00,263500.00,257500.00,261500.00,34937
14-Jan-14,256500.00,262500.00,256000.00,261000.00,39962
13-Jan-14,257000.00,261000.00,256000.00,258500.00,54791
10-Jan-14,268000.00,271000.00,256000.00,256000.00,69951
9-Jan-14,270000.00,272000.00,266500.00,269000.00,95445
8-Jan-14,265500.00,272000.00,262000.00,267500.00,101790
7-Jan-14,258000.00,268500.00,257000.00,268500.00,77798
6-Jan-14,260500.00,262000.00,255000.00,258500.00,76639
3-Jan-14,269000.00,272500.00,256500.00,258000.00,74370
2-Jan-14,268000.00,273000.00,266500.00,270000.00,92430
30-Dec-13,267500.00,267500.00,263500.00,266500.00,56674
27-Dec-13,264000.00,268000.00,263000.00,265500.00,44722
26-Dec-13,270000.00,270000.00,263000.00,266500.00,33312
24-Dec-13,263500.00,269500.00,263000.00,267000.00,47556
23-Dec-13,268500.00,269500.00,259000.00,263000.00,35334
20-Dec-13,264000.00,265500.00,259000.00,265000.00,47321
19-Dec-13,267000.00,267000.00,261500.00,264500.00,32878
18-Dec-13,257000.00,267000.00,256000.00,258500.00,99886
17-Dec-13,262500.00,262500.00,251500.00,254000.00,50254
16-Dec-13,255000.00,260000.00,254500.00,258000.00,44708
13-Dec-13,263000.00,263500.00,254000.00,256000.00,91621
12-Dec-13,262500.00,266000.00,258500.00,264000.00,68462
11-Dec-13,263500.00,263500.00,259500.00,263000.00,68989
10-Dec-13,263500.00,264000.00,259000.00,262000.00,74256
9-Dec-13,264000.00,264000.00,257500.00,261500.00,35924
6-Dec-13,258000.00,260500.00,253000.00,256500.00,71360
5-Dec-13,266500.00,266500.00,255500.00,258000.00,57423
4-Dec-13,260000.00,270000.00,260000.00,264500.00,57973
3-Dec-13,264500.00,271500.00,260000.00,263500.00,45728
2-Dec-13,266500.00,269000.00,262500.00,267500.00,46667
29-Nov-13,269500.00,273500.00,266000.00,269500.00,34635
28-Nov-13,260000.00,275500.00,258500.00,271500.00,78295
27-Nov-13,251500.00,258500.00,250500.00,258500.00,75752
26-Nov-13,253500.00,256500.00,250000.00,250000.00,112834
25-Nov-13,262500.00,267000.00,256500.00,256500.00,46900
22-Nov-13,256500.00,260000.00,252500.00,258000.00,47644
21-Nov-13,258000.00,260000.00,252500.00,254000.00,44233
20-Nov-13,255000.00,261000.00,254500.00,259500.00,71570
19-Nov-13,255000.00,258500.00,251000.00,256500.00,42582
18-Nov-13,250000.00,255500.00,247500.00,255000.00,42493
15-Nov-13,251000.00,254000.00,249000.00,250000.00,35180
14-Nov-13,240500.00,252500.00,240500.00,250000.00,112837
13-Nov-13,242000.00,243000.00,239000.00,240500.00,60369
12-Nov-13,247000.00,248000.00,238000.00,241500.00,55410
11-Nov-13,251000.00,253500.00,245500.00,247000.00,28713
8-Nov-13,250000.00,254000.00,244500.00,253000.00,51241
7-Nov-13,249500.00,252000.00,245500.00,251000.00,34643
6-Nov-13,246000.00,253000.00,245000.00,253000.00,58916
5-Nov-13,245500.00,252000.00,245000.00,248500.00,41366
4-Nov-13,249000.00,250000.00,242500.00,248500.00,90107
1-Nov-13,254000.00,255500.00,247000.00,249500.00,56635
31-Oct-13,245000.00,254000.00,245000.00,254000.00,78480
30-Oct-13,246500.00,249500.00,244000.00,246000.00,42065
29-Oct-13,245000.00,248500.00,244500.00,247000.00,38926
28-Oct-13,243500.00,250000.00,243000.00,247500.00,24194
25-Oct-13,250000.00,253000.00,243500.00,243500.00,29819
24-Oct-13,250000.00,251000.00,248000.00,250000.00,20362
23-Oct-13,252500.00,257500.00,244000.00,248000.00,77373
22-Oct-13,254000.00,258000.00,250500.00,252000.00,73088
21-Oct-13,249500.00,254000.00,244500.00,249000.00,48931
18-Oct-13,246500.00,252000.00,245500.00,250000.00,34136
17-Oct-13,245000.00,252000.00,243000.00,246000.00,58747
16-Oct-13,245000.00,250000.00,242500.00,242500.00,45271
15-Oct-13,238500.00,248000.00,237500.00,247500.00,68130
14-Oct-13,229000.00,239500.00,229000.00,235500.00,65974
11-Oct-13,231500.00,233500.00,231500.00,232000.00,72566
10-Oct-13,228000.00,233500.00,228000.00,229000.00,87223
8-Oct-13,236000.00,236500.00,223500.00,228000.00,169948
7-Oct-13,240500.00,251500.00,236500.00,238000.00,64718
4-Oct-13,236000.00,246000.00,235500.00,242500.00,68662
2-Oct-13,243000.00,245000.00,237000.00,238000.00,86790
1-Oct-13,240000.00,243500.00,237000.00,243000.00,45417
30-Sep-13,241500.00,246000.00,240500.00,242000.00,62080
27-Sep-13,238000.00,251000.00,237000.00,244000.00,113870
26-Sep-13,239000.00,239000.00,233000.00,235000.00,66817
25-Sep-13,240000.00,242000.00,236000.00,239000.00,57517
24-Sep-13,242000.00,244500.00,240000.00,242000.00,47792
23-Sep-13,246000.00,246000.00,236500.00,243500.00,61411
17-Sep-13,237500.00,242500.00,237000.00,240500.00,40959
16-Sep-13,244500.00,245000.00,239500.00,241000.00,45418
13-Sep-13,236500.00,245000.00,236500.00,240000.00,58595
12-Sep-13,249000.00,249000.00,239000.00,240000.00,113613
11-Sep-13,240000.00,248500.00,238500.00,248500.00,98394
10-Sep-13,237000.00,248500.00,232000.00,240000.00,135045
9-Sep-13,222000.00,239000.00,222000.00,238000.00,152091
6-Sep-13,214500.00,222500.00,214000.00,222000.00,114570
5-Sep-13,208000.00,215000.00,208000.00,214500.00,61072
4-Sep-13,210500.00,212000.00,207500.00,208500.00,33952
3-Sep-13,210000.00,212500.00,209000.00,212500.00,46550
2-Sep-13,206000.00,210500.00,206000.00,210000.00,36655
30-Aug-13,208500.00,210500.00,206000.00,206000.00,52292
29-Aug-13,205500.00,209500.00,205000.00,208500.00,39422
28-Aug-13,200000.00,207000.00,200000.00,206500.00,37119
27-Aug-13,200500.00,203000.00,197000.00,203000.00,65660
26-Aug-13,199000.00,201500.00,199000.00,200500.00,28229
