Date,Open,High,Low,Close,Volume
22-Jan-14,215500.00,218500.00,214000.00,216500.00,91628
21-Jan-14,214500.00,219000.00,214000.00,217000.00,109215
20-Jan-14,210000.00,218000.00,207000.00,215000.00,176422
17-Jan-14,209000.00,213000.00,208500.00,210500.00,126697
16-Jan-14,211500.00,213500.00,208500.00,210000.00,95860
15-Jan-14,204500.00,211500.00,202000.00,211000.00,206810
14-Jan-14,202500.00,205500.00,199000.00,201000.00,234755
13-Jan-14,210000.00,211000.00,203000.00,205500.00,185533
10-Jan-14,205500.00,211000.00,205500.00,209000.00,141723
9-Jan-14,215000.00,215000.00,205000.00,206500.00,336466
8-Jan-14,226000.00,226000.00,212000.00,216000.00,355383
7-Jan-14,224000.00,228500.00,224000.00,224500.00,89600
6-Jan-14,221500.00,227000.00,221000.00,224500.00,106580
3-Jan-14,223500.00,226000.00,216500.00,221000.00,213738
2-Jan-14,233500.00,234000.00,222500.00,224500.00,165453
30-Dec-13,231000.00,232000.00,229000.00,232000.00,65630
27-Dec-13,226000.00,230000.00,223500.00,229000.00,73064
26-Dec-13,226000.00,229000.00,223000.00,225000.00,81312
24-Dec-13,224000.00,229000.00,223000.00,226000.00,118579
23-Dec-13,225500.00,226000.00,218500.00,223000.00,141074
20-Dec-13,222000.00,226500.00,220500.00,224500.00,120556
19-Dec-13,236500.00,236500.00,219000.00,222000.00,344301
18-Dec-13,236500.00,237000.00,231000.00,232000.00,116373
17-Dec-13,233000.00,238500.00,232500.00,235500.00,120089
16-Dec-13,229000.00,232000.00,227000.00,230000.00,73630
13-Dec-13,230000.00,232000.00,225000.00,231000.00,111776
12-Dec-13,229500.00,233000.00,228000.00,230000.00,128440
11-Dec-13,235000.00,236000.00,230500.00,231500.00,120283
10-Dec-13,236000.00,238500.00,234000.00,235000.00,155810
9-Dec-13,235500.00,240000.00,231500.00,233000.00,169488
6-Dec-13,232500.00,235000.00,229000.00,233500.00,167641
5-Dec-13,225500.00,234500.00,224000.00,232000.00,370735
4-Dec-13,220000.00,225500.00,218000.00,223000.00,250755
3-Dec-13,218000.00,222000.00,215000.00,219000.00,131572
2-Dec-13,220500.00,223500.00,217500.00,220000.00,95552
29-Nov-13,218000.00,222000.00,218000.00,219000.00,120797
28-Nov-13,219000.00,220000.00,214500.00,217000.00,159214
27-Nov-13,220000.00,220500.00,213000.00,217500.00,363760
26-Nov-13,220000.00,224000.00,216500.00,223000.00,163517
25-Nov-13,220000.00,222500.00,217000.00,218500.00,105219
22-Nov-13,220000.00,221000.00,217000.00,219000.00,91157
21-Nov-13,223000.00,223500.00,217000.00,218500.00,160183
20-Nov-13,222000.00,224000.00,220000.00,223000.00,145843
19-Nov-13,220500.00,223000.00,219500.00,220000.00,188425
18-Nov-13,216000.00,221500.00,216000.00,218500.00,244468
15-Nov-13,208500.00,214000.00,208500.00,213500.00,197697
14-Nov-13,207000.00,209500.00,204500.00,205500.00,103017
13-Nov-13,209500.00,211000.00,203000.00,205000.00,170806
12-Nov-13,208500.00,213000.00,208000.00,210000.00,170629
11-Nov-13,210000.00,213500.00,204500.00,207000.00,152967
8-Nov-13,200500.00,212000.00,199000.00,207000.00,286331
7-Nov-13,211000.00,211500.00,201500.00,203000.00,235778
6-Nov-13,204000.00,212000.00,204000.00,209500.00,237889
5-Nov-13,207000.00,208000.00,200500.00,203500.00,183750
4-Nov-13,210500.00,212000.00,205500.00,206500.00,232624
1-Nov-13,216000.00,218000.00,208500.00,212500.00,180506
31-Oct-13,214500.00,217500.00,213000.00,217500.00,162118
30-Oct-13,214000.00,217500.00,211000.00,216000.00,173160
29-Oct-13,208500.00,213500.00,208500.00,212500.00,387433
28-Oct-13,200000.00,205000.00,193500.00,202500.00,493470
25-Oct-13,215000.00,217500.00,203000.00,204000.00,361562
24-Oct-13,211000.00,215500.00,209000.00,215000.00,171014
23-Oct-13,218500.00,221000.00,210000.00,211000.00,289100
22-Oct-13,219000.00,222000.00,211500.00,217500.00,368560
21-Oct-13,223500.00,224500.00,218000.00,219500.00,186583
18-Oct-13,226000.00,227000.00,220500.00,225000.00,172515
17-Oct-13,220500.00,226500.00,220000.00,225000.00,330377
16-Oct-13,218500.00,223000.00,215000.00,216000.00,199384
15-Oct-13,223000.00,224500.00,217000.00,218000.00,185296
14-Oct-13,218500.00,222500.00,216000.00,220000.00,250476
11-Oct-13,211500.00,217000.00,210000.00,215000.00,322595
10-Oct-13,202500.00,209500.00,202500.00,206500.00,204578
8-Oct-13,196500.00,206000.00,194000.00,204000.00,262107
7-Oct-13,197000.00,200500.00,197000.00,197000.00,147201
4-Oct-13,192000.00,199000.00,189500.00,195500.00,162555
2-Oct-13,197500.00,198500.00,193000.00,194500.00,141493
1-Oct-13,198000.00,201000.00,194500.00,195500.00,150604
30-Sep-13,193500.00,201000.00,193500.00,198500.00,262314
27-Sep-13,195000.00,196500.00,193000.00,195500.00,116530
26-Sep-13,192000.00,197000.00,190500.00,194000.00,120359
25-Sep-13,195000.00,196500.00,192000.00,193000.00,122797
24-Sep-13,193500.00,198000.00,192500.00,195000.00,191492
23-Sep-13,191500.00,196000.00,189000.00,194000.00,249252
17-Sep-13,189500.00,190500.00,188000.00,190000.00,91655
16-Sep-13,187500.00,191000.00,187000.00,189500.00,172565
13-Sep-13,192000.00,192000.00,184000.00,186000.00,200937
12-Sep-13,190000.00,191000.00,185500.00,190000.00,215069
11-Sep-13,192000.00,194000.00,187000.00,190000.00,189820
10-Sep-13,189000.00,191500.00,186000.00,191000.00,186780
9-Sep-13,183500.00,189000.00,183500.00,188500.00,221782
6-Sep-13,182000.00,183500.00,179500.00,183500.00,134322
5-Sep-13,184000.00,184000.00,180500.00,181000.00,174218
4-Sep-13,182500.00,184000.00,178000.00,183000.00,162179
3-Sep-13,179500.00,184500.00,177000.00,183000.00,209771
2-Sep-13,172500.00,179500.00,172000.00,177500.00,197458
30-Aug-13,175000.00,176500.00,170500.00,171500.00,156090
29-Aug-13,175500.00,176000.00,172000.00,172500.00,98756
28-Aug-13,171000.00,173500.00,170500.00,173000.00,164112
27-Aug-13,178500.00,181500.00,173000.00,175500.00,163602
26-Aug-13,174000.00,180500.00,174000.00,178500.00,196169
23-Aug-13,179500.00,180500.00,174000.00,175000.00,245032
22-Aug-13,170000.00,180000.00,167500.00,177500.00,408234
21-Aug-13,180500.00,181500.00,169500.00,175000.00,722891
20-Aug-13,188500.00,189000.00,180500.00,182000.00,436259
19-Aug-13,192500.00,193000.00,189500.00,190500.00,145850
16-Aug-13,187500.00,193500.00,187500.00,191500.00,304559
14-Aug-13,187000.00,192500.00,187000.00,190500.00,255214
