Date,Open,High,Low,Close,Volume
17-Jan-14,284500.00,287500.00,282500.00,283500.00,212770
16-Jan-14,279500.00,283500.00,279000.00,281500.00,128911
15-Jan-14,284500.00,285000.00,279500.00,280000.00,100899
14-Jan-14,280500.00,285500.00,277000.00,280000.00,201997
13-Jan-14,275000.00,283000.00,275000.00,279500.00,176472
10-Jan-14,274000.00,278000.00,272000.00,273500.00,140900
9-Jan-14,276000.00,280000.00,270000.00,270000.00,251690
8-Jan-14,278500.00,279000.00,274000.00,276000.00,152957
7-Jan-14,278000.00,284000.00,277500.00,277500.00,148583
6-Jan-14,276000.00,282000.00,273000.00,279500.00,129667
3-Jan-14,280500.00,282000.00,274000.00,276000.00,228280
2-Jan-14,296500.00,297000.00,277500.00,279000.00,244742
30-Dec-13,289000.00,295000.00,287000.00,293500.00,155685
27-Dec-13,286000.00,290500.00,285500.00,289000.00,78834
26-Dec-13,288500.00,289500.00,286500.00,288500.00,122025
24-Dec-13,287000.00,288000.00,285500.00,287000.00,104775
23-Dec-13,284500.00,286500.00,283000.00,285000.00,127904
20-Dec-13,279000.00,285000.00,278000.00,281500.00,128983
19-Dec-13,292000.00,293000.00,275500.00,280500.00,396705
18-Dec-13,296000.00,296500.00,291000.00,292000.00,143265
17-Dec-13,294000.00,295500.00,289000.00,291000.00,173595
16-Dec-13,288000.00,290500.00,287500.00,287500.00,113900
13-Dec-13,292000.00,292000.00,288000.00,290000.00,126550
12-Dec-13,293000.00,293000.00,289500.00,291500.00,126388
11-Dec-13,293000.00,295000.00,289500.00,290000.00,108110
10-Dec-13,297000.00,298500.00,291500.00,293500.00,205494
9-Dec-13,290000.00,293000.00,289500.00,291500.00,120158
6-Dec-13,294000.00,294000.00,289000.00,289000.00,175280
5-Dec-13,297500.00,299000.00,293000.00,296000.00,163757
4-Dec-13,298000.00,302000.00,295000.00,298000.00,179766
3-Dec-13,315000.00,316000.00,298000.00,302000.00,348271
2-Dec-13,312000.00,315000.00,308000.00,311500.00,177887
29-Nov-13,307000.00,309000.00,302500.00,307000.00,110951
28-Nov-13,308500.00,310000.00,304000.00,307000.00,145347
27-Nov-13,300500.00,308500.00,299000.00,308500.00,144287
26-Nov-13,299000.00,304500.00,295000.00,302500.00,118583
25-Nov-13,302000.00,303500.00,297500.00,299000.00,130263
22-Nov-13,302000.00,304500.00,299000.00,301000.00,66624
21-Nov-13,300000.00,302000.00,297000.00,302000.00,170516
20-Nov-13,309500.00,309500.00,300500.00,303000.00,178118
19-Nov-13,298500.00,309000.00,298000.00,307500.00,217351
18-Nov-13,296000.00,302000.00,296000.00,298500.00,123748
15-Nov-13,295500.00,302000.00,294000.00,295000.00,149471
14-Nov-13,293500.00,296000.00,288000.00,292000.00,191062
13-Nov-13,299000.00,301000.00,291000.00,294500.00,191251
12-Nov-13,305500.00,310000.00,300000.00,301500.00,213710
11-Nov-13,305500.00,308000.00,301000.00,308000.00,111126
8-Nov-13,304000.00,309500.00,303000.00,305500.00,148589
7-Nov-13,303500.00,308500.00,302500.00,307000.00,150375
6-Nov-13,302000.00,308000.00,302000.00,306000.00,137535
5-Nov-13,306500.00,309500.00,301000.00,304000.00,184102
4-Nov-13,297500.00,303000.00,294500.00,299500.00,107579
1-Nov-13,305000.00,305500.00,297000.00,300000.00,131389
31-Oct-13,296000.00,301500.00,295000.00,299500.00,145091
30-Oct-13,301000.00,302500.00,296000.00,298500.00,269896
29-Oct-13,300000.00,304500.00,298000.00,304500.00,253743
28-Oct-13,294000.00,310000.00,294000.00,301500.00,517024
25-Oct-13,284000.00,295000.00,281500.00,294000.00,404811
24-Oct-13,287000.00,289000.00,279500.00,283000.00,248495
23-Oct-13,288000.00,292500.00,287000.00,288500.00,223864
22-Oct-13,287500.00,292000.00,286500.00,291000.00,164231
21-Oct-13,288000.00,290000.00,286000.00,287000.00,150415
18-Oct-13,295000.00,295000.00,286000.00,290000.00,216419
17-Oct-13,294000.00,296500.00,291500.00,293000.00,146785
16-Oct-13,290500.00,293000.00,288500.00,291500.00,152401
15-Oct-13,287500.00,293000.00,287500.00,290000.00,153049
14-Oct-13,286000.00,288500.00,284500.00,286500.00,157814
11-Oct-13,288000.00,290500.00,285500.00,288500.00,148305
10-Oct-13,283000.00,287000.00,281500.00,285000.00,211430
8-Oct-13,276500.00,281500.00,275500.00,281000.00,153003
7-Oct-13,279000.00,281000.00,277000.00,279000.00,179832
4-Oct-13,284500.00,284500.00,280000.00,281000.00,154253
2-Oct-13,291500.00,291500.00,279000.00,281000.00,246430
1-Oct-13,285500.00,291000.00,285500.00,288500.00,111251
30-Sep-13,290500.00,291000.00,286000.00,286000.00,174749
27-Sep-13,291500.00,297000.00,289500.00,293500.00,181301
26-Sep-13,295000.00,295500.00,285500.00,288500.00,234348
25-Sep-13,294000.00,296500.00,292500.00,295000.00,143403
24-Sep-13,293000.00,297000.00,292000.00,296000.00,147110
23-Sep-13,294500.00,297500.00,290000.00,295500.00,204121
17-Sep-13,294500.00,295000.00,287500.00,292000.00,214589
16-Sep-13,287500.00,290000.00,286500.00,289000.00,174731
13-Sep-13,284000.00,285500.00,280500.00,283500.00,190851
12-Sep-13,286000.00,288000.00,279500.00,283000.00,357137
11-Sep-13,291500.00,291500.00,285500.00,288500.00,266100
10-Sep-13,288000.00,290500.00,286500.00,290500.00,228746
9-Sep-13,284000.00,289500.00,284000.00,289500.00,274064
6-Sep-13,283500.00,288500.00,281000.00,284000.00,290289
5-Sep-13,280500.00,285500.00,279000.00,282000.00,234209
4-Sep-13,275000.00,281000.00,275000.00,277500.00,141950
3-Sep-13,280500.00,281000.00,275000.00,277000.00,281948
2-Sep-13,282000.00,283500.00,279500.00,281500.00,225798
30-Aug-13,278500.00,280000.00,276000.00,279000.00,220933
29-Aug-13,271500.00,278000.00,271500.00,277000.00,378062
28-Aug-13,265000.00,273000.00,264000.00,271500.00,179317
