Date,Open,High,Low,Close,Volume
22-Jan-14,63100.00,64700.00,62600.00,64500.00,375485
21-Jan-14,62800.00,63200.00,62000.00,62800.00,149506
20-Jan-14,61500.00,63000.00,61300.00,62700.00,218340
17-Jan-14,61900.00,62200.00,60400.00,61000.00,215281
16-Jan-14,62200.00,62600.00,61600.00,62000.00,149595
15-Jan-14,62500.00,63000.00,62200.00,62800.00,244666
14-Jan-14,62300.00,63300.00,61500.00,62000.00,386862
13-Jan-14,63300.00,63800.00,62400.00,63600.00,202920
10-Jan-14,63500.00,63700.00,62200.00,63300.00,267004
9-Jan-14,63500.00,64200.00,62700.00,63200.00,311851
8-Jan-14,62200.00,63900.00,62100.00,63200.00,256016
7-Jan-14,60000.00,62900.00,60000.00,61900.00,731811
6-Jan-14,59600.00,60100.00,59200.00,59200.00,337705
3-Jan-14,59100.00,59900.00,58900.00,59000.00,204259
2-Jan-14,61100.00,61900.00,59100.00,59900.00,319191
30-Dec-13,60900.00,61200.00,59900.00,60700.00,282889
27-Dec-13,61600.00,61800.00,60900.00,61200.00,170291
26-Dec-13,61500.00,62100.00,61100.00,61500.00,109313
24-Dec-13,60900.00,61400.00,60700.00,61000.00,128782
23-Dec-13,61700.00,61800.00,60700.00,60900.00,175351
20-Dec-13,62100.00,62100.00,60700.00,61900.00,190361
19-Dec-13,62000.00,62500.00,60300.00,61900.00,346008
18-Dec-13,61000.00,62000.00,60300.00,61400.00,227722
17-Dec-13,61300.00,61500.00,60600.00,60600.00,239640
16-Dec-13,59500.00,61800.00,59500.00,60900.00,292804
13-Dec-13,58600.00,60100.00,58500.00,60100.00,260389
12-Dec-13,59300.00,59800.00,59200.00,59500.00,210585
11-Dec-13,60200.00,60600.00,59000.00,59000.00,201277
10-Dec-13,61200.00,61300.00,59500.00,59700.00,476272
9-Dec-13,61800.00,62300.00,61100.00,61200.00,297551
6-Dec-13,61600.00,62200.00,61100.00,61500.00,163365
5-Dec-13,60700.00,62200.00,60700.00,62200.00,263779
4-Dec-13,61600.00,62100.00,60500.00,60800.00,221277
3-Dec-13,62600.00,62900.00,61500.00,61600.00,376742
2-Dec-13,63100.00,63800.00,62200.00,63000.00,405931
29-Nov-13,63900.00,64200.00,62300.00,62500.00,435185
28-Nov-13,65200.00,65900.00,63600.00,64200.00,328029
27-Nov-13,64200.00,65200.00,63700.00,65200.00,349140
26-Nov-13,64000.00,64800.00,63500.00,63500.00,364172
25-Nov-13,63600.00,64700.00,63200.00,63700.00,259537
22-Nov-13,64700.00,64700.00,63700.00,64000.00,144827
21-Nov-13,64000.00,64300.00,63200.00,64300.00,116308
20-Nov-13,65300.00,65400.00,63300.00,63800.00,241915
19-Nov-13,65100.00,65600.00,64600.00,65500.00,238417
18-Nov-13,65100.00,65300.00,64100.00,65100.00,163122
15-Nov-13,64500.00,65600.00,64200.00,64800.00,304894
14-Nov-13,62900.00,65200.00,62600.00,65000.00,236025
13-Nov-13,63100.00,63500.00,62300.00,62300.00,236193
12-Nov-13,62400.00,63500.00,62300.00,62800.00,168331
11-Nov-13,64600.00,64600.00,61700.00,62300.00,294460
8-Nov-13,62200.00,64800.00,62000.00,63400.00,364095
7-Nov-13,63300.00,64000.00,62800.00,63400.00,236491
6-Nov-13,63000.00,64200.00,62600.00,62600.00,313961
5-Nov-13,62000.00,63000.00,61800.00,62700.00,289152
4-Nov-13,62000.00,62500.00,61400.00,61400.00,265006
1-Nov-13,62400.00,62700.00,61500.00,62700.00,301093
31-Oct-13,63000.00,63500.00,61600.00,62300.00,391586
30-Oct-13,64800.00,65300.00,62500.00,63000.00,574140
29-Oct-13,66200.00,66200.00,64700.00,64700.00,284133
